data,hora,produto,categoria_produto,preco_unitario,quantidade,valor_total,vendedor,tipo_contrato
2022-01-05,17:18,Milho Baby,Legumes,5.77,5,28.85,Gabriela Pinto,part-time 25h
2022-01-05,11:40,Pimento Amarelo,Legumes,4.91,5,24.55,Carla Mendes,part-time 30h
2022-01-05,11:15,Mix Mediterrâneo,Legumes,4.91,2,9.82,Diogo Rocha,part-time 30h
2022-01-05,20:15,Feijão Branco,Legumes,4.13,4,16.52,Ana Silva,full-time
2022-01-05,20:45,Ervilha com Cenoura,Legumes,2.13,1,2.13,Ana Silva,full-time
2022-01-05,13:12,Lentilha Vermelha,Legumes,2.77,2,5.54,Ana Silva,full-time
2022-01-05,13:01,Abóbora,Legumes,5.14,4,20.56,Ana Silva,full-time
2022-01-05,16:45,Cebola em Conserva,Legumes,4.2,4,16.8,Eduarda Lopes,part-time 30h
2022-01-05,9:35,Abóbora,Legumes,2.73,1,2.73,Ana Silva,full-time
2022-01-05,16:56,Soja,Legumes,4.71,2,9.42,Eduarda Lopes,part-time 30h
2022-01-05,10:39,Jardineira de Legumes,Legumes,5.79,4,23.16,Eduarda Lopes,part-time 30h
2022-01-05,19:38,Soja,Legumes,3.53,1,3.53,Eduarda Lopes,part-time 30h
2022-01-05,12:43,Beterraba,Legumes,2.35,5,11.75,Ana Silva,full-time
2022-01-05,20:57,Cogumelos,Legumes,3.33,5,16.65,Eduarda Lopes,part-time 30h
2022-01-06,19:37,Pepino em Conserva,Legumes,3.86,1,3.86,Carla Mendes,part-time 30h
2022-01-06,19:22,Soja,Legumes,5.11,4,20.44,Ana Silva,full-time
2022-01-06,14:25,Berinjela,Legumes,2.34,3,7.02,Diogo Rocha,part-time 30h
2022-01-06,19:55,Feijão Preto,Legumes,3.37,5,16.85,Gabriela Pinto,part-time 25h
2022-01-06,17:36,Lentilha,Legumes,3.86,4,15.44,Ana Silva,full-time
2022-01-06,17:57,Tomate Seco,Legumes,5.76,1,5.76,Ana Silva,full-time
2022-01-06,10:23,Mix Asiático,Legumes,3.61,5,18.05,Gabriela Pinto,part-time 25h
2022-01-06,16:07,Ervilha,Legumes,5.39,3,16.17,Carla Mendes,part-time 30h
2022-01-06,10:47,Puré de Tomate,Legumes,2.72,5,13.6,Bruno Costa,full-time
2022-01-07,11:20,Cenoura,Legumes,3.88,5,19.4,Gabriela Pinto,part-time 25h
2022-01-07,11:32,Mix Mediterrâneo,Legumes,4.14,2,8.28,Bruno Costa,full-time
2022-01-07,19:56,Feijão Vermelho,Legumes,4.97,5,24.85,Eduarda Lopes,part-time 30h
2022-01-07,19:08,Lentilha,Legumes,2.69,4,10.76,Bruno Costa,full-time
2022-01-07,17:39,Cebola em Conserva,Legumes,4.7,4,18.8,Gabriela Pinto,part-time 25h
2022-01-07,11:36,Cenoura,Legumes,3.93,3,11.79,Fábio Nunes,part-time 25h
2022-01-07,12:13,Cebola em Conserva,Legumes,4.09,3,12.27,Carla Mendes,part-time 30h
2022-01-07,13:54,Soja,Legumes,4.78,3,14.34,Eduarda Lopes,part-time 30h
2022-01-07,16:21,Ervilha com Cenoura,Legumes,4.89,3,14.67,Diogo Rocha,part-time 30h
2022-01-07,17:44,Brócolis,Legumes,3.43,5,17.15,Gabriela Pinto,part-time 25h
2022-01-07,19:39,Espinafre,Legumes,3.41,3,10.23,Carla Mendes,part-time 30h
2022-01-07,20:50,Jardineira de Legumes,Legumes,4.31,3,12.93,Ana Silva,full-time
2022-01-07,20:20,Pepino em Conserva,Legumes,3.83,4,15.32,Bruno Costa,full-time
2022-01-07,9:54,Brócolis,Legumes,5.63,3,16.89,Fábio Nunes,part-time 25h
2022-01-07,12:49,Cenoura,Legumes,3.5,3,10.5,Carla Mendes,part-time 30h
2022-01-08,18:43,Milho Doce,Legumes,5.31,4,21.24,Diogo Rocha,part-time 30h
2022-01-08,13:50,Ervilha com Cenoura,Legumes,4.69,2,9.38,Fábio Nunes,part-time 25h
2022-01-08,15:39,Berinjela,Legumes,3.46,1,3.46,Gabriela Pinto,part-time 25h
2022-01-08,20:08,Alcachofra,Legumes,4.61,4,18.44,Fábio Nunes,part-time 25h
2022-01-08,12:01,Grão de Bico,Legumes,2.77,1,2.77,Bruno Costa,full-time
2022-01-08,9:33,Milho Doce,Legumes,2.24,3,6.72,Gabriela Pinto,part-time 25h
2022-01-08,9:23,Mix Asiático,Legumes,3.59,1,3.59,Eduarda Lopes,part-time 30h
2022-01-08,16:48,Cenoura,Legumes,4.46,5,22.3,Eduarda Lopes,part-time 30h
2022-01-08,17:12,Pimento Assado,Legumes,3.42,4,13.68,Fábio Nunes,part-time 25h
2022-01-08,17:00,Lentilha Vermelha,Legumes,3.48,3,10.44,Diogo Rocha,part-time 30h
2022-01-08,16:57,Cogumelos,Legumes,4.04,2,8.08,Ana Silva,full-time
2022-01-08,15:28,Lentilha Vermelha,Legumes,3.05,2,6.1,Ana Silva,full-time
2022-01-08,11:03,Berinjela,Legumes,5.22,3,15.66,Bruno Costa,full-time
2022-01-08,12:17,Mix Asiático,Legumes,5.71,5,28.55,Diogo Rocha,part-time 30h
2022-01-08,13:40,Lentilha,Legumes,3.2,5,16.0,Carla Mendes,part-time 30h
2022-01-09,9:15,Espinafre,Legumes,2.52,2,5.04,Carla Mendes,part-time 30h
2022-01-09,11:06,Feijão Manteiga,Legumes,3.95,2,7.9,Fábio Nunes,part-time 25h
2022-01-09,19:18,Cebola em Conserva,Legumes,5.34,5,26.7,Fábio Nunes,part-time 25h
2022-01-09,10:19,Feijão Frade,Legumes,5.74,5,28.7,Bruno Costa,full-time
2022-01-09,17:44,Berinjela,Legumes,2.96,4,11.84,Fábio Nunes,part-time 25h
2022-01-09,16:59,Pimento Vermelho,Legumes,2.85,1,2.85,Eduarda Lopes,part-time 30h
2022-01-09,16:34,Grão de Bico,Legumes,3.16,4,12.64,Bruno Costa,full-time
2022-01-09,10:13,Abobrinha,Legumes,4.06,2,8.12,Diogo Rocha,part-time 30h
2022-01-09,18:13,Pimento Vermelho,Legumes,2.32,3,6.96,Bruno Costa,full-time
2022-01-09,10:28,Pepino em Conserva,Legumes,2.42,2,4.84,Carla Mendes,part-time 30h
2022-01-10,15:49,Chucrute,Legumes,2.28,4,9.12,Carla Mendes,part-time 30h
2022-01-10,17:56,Espinafre,Legumes,5.24,3,15.72,Carla Mendes,part-time 30h
2022-01-10,16:30,Milho Baby,Legumes,5.05,4,20.2,Ana Silva,full-time
2022-01-10,9:56,Feijão Preto,Legumes,4.27,4,17.08,Bruno Costa,full-time
2022-01-10,12:20,Feijão Preto,Legumes,5.62,3,16.86,Bruno Costa,full-time
2022-01-10,11:28,Cogumelos,Legumes,5.09,4,20.36,Bruno Costa,full-time
2022-01-10,15:47,Mix Orgânico,Legumes,4.14,4,16.56,Bruno Costa,full-time
2022-01-11,12:30,Soja,Legumes,4.26,1,4.26,Ana Silva,full-time
2022-01-11,13:57,Pepino em Conserva,Legumes,5.92,2,11.84,Eduarda Lopes,part-time 30h
2022-01-11,9:48,Chucrute,Legumes,2.09,4,8.36,Diogo Rocha,part-time 30h
2022-01-11,16:51,Cenoura,Legumes,4.69,5,23.45,Gabriela Pinto,part-time 25h
2022-01-11,14:04,Pimento Vermelho,Legumes,5.88,2,11.76,Eduarda Lopes,part-time 30h
2022-01-11,20:58,Mix Orgânico,Legumes,5.49,3,16.47,Ana Silva,full-time
2022-01-11,12:04,Pepino em Conserva,Legumes,3.46,1,3.46,Ana Silva,full-time
2022-01-11,20:21,Cebola em Conserva,Legumes,4.74,4,18.96,Bruno Costa,full-time
2022-01-11,19:04,Chucrute,Legumes,3.6,2,7.2,Ana Silva,full-time
2022-01-12,13:48,Mix Mediterrâneo,Legumes,2.69,4,10.76,Carla Mendes,part-time 30h
2022-01-12,15:54,Mix Asiático,Legumes,5.79,1,5.79,Gabriela Pinto,part-time 25h
2022-01-12,18:45,Feijão Branco,Legumes,5.11,3,15.33,Gabriela Pinto,part-time 25h
2022-01-12,17:53,Cenoura,Legumes,5.8,4,23.2,Fábio Nunes,part-time 25h
2022-01-12,16:34,Pepino em Conserva,Legumes,3.58,1,3.58,Bruno Costa,full-time
2022-01-12,18:22,Alho em Conserva,Legumes,3.69,3,11.07,Bruno Costa,full-time
2022-01-12,15:19,Cogumelos,Legumes,2.04,4,8.16,Gabriela Pinto,part-time 25h
2022-01-12,17:45,Abóbora,Legumes,2.65,4,10.6,Eduarda Lopes,part-time 30h
2022-01-12,11:13,Feijão Branco,Legumes,3.93,2,7.86,Carla Mendes,part-time 30h
2022-01-12,18:11,Grão de Bico,Legumes,5.58,5,27.9,Diogo Rocha,part-time 30h
2022-01-12,13:17,Grão de Bico,Legumes,5.41,3,16.23,Diogo Rocha,part-time 30h
2022-01-12,11:36,Puré de Tomate,Legumes,3.77,1,3.77,Carla Mendes,part-time 30h
2022-01-12,20:10,Lentilha,Legumes,5.63,3,16.89,Ana Silva,full-time
2022-01-13,18:57,Feijão Frade,Legumes,2.61,1,2.61,Eduarda Lopes,part-time 30h
2022-01-13,15:14,Espinafre,Legumes,2.37,5,11.85,Eduarda Lopes,part-time 30h
2022-01-13,11:56,Espargos,Legumes,3.77,2,7.54,Carla Mendes,part-time 30h
2022-01-13,19:24,Abóbora,Legumes,5.29,5,26.45,Diogo Rocha,part-time 30h
2022-01-13,9:00,Palmito,Legumes,2.44,4,9.76,Gabriela Pinto,part-time 25h
2022-01-13,10:46,Cenoura,Legumes,5.89,2,11.78,Eduarda Lopes,part-time 30h
2022-01-13,11:43,Mix Orgânico,Legumes,5.66,4,22.64,Gabriela Pinto,part-time 25h
2022-01-13,16:19,Cenoura,Legumes,2.62,1,2.62,Gabriela Pinto,part-time 25h
2022-01-13,9:11,Jardineira de Legumes,Legumes,2.78,5,13.9,Gabriela Pinto,part-time 25h
2022-01-13,10:20,Ervilha,Legumes,5.2,1,5.2,Eduarda Lopes,part-time 30h
2022-01-13,17:43,Alho em Conserva,Legumes,4.07,4,16.28,Diogo Rocha,part-time 30h
2022-01-14,20:33,Feijão Manteiga,Legumes,5.08,2,10.16,Ana Silva,full-time
2022-01-14,20:38,Berinjela,Legumes,4.62,4,18.48,Gabriela Pinto,part-time 25h
2022-01-14,19:30,Espargos,Legumes,3.45,3,10.35,Fábio Nunes,part-time 25h
2022-01-14,20:51,Feijão Manteiga,Legumes,3.88,1,3.88,Gabriela Pinto,part-time 25h
2022-01-14,17:51,Alho em Conserva,Legumes,3.19,2,6.38,Carla Mendes,part-time 30h
2022-01-14,16:59,Soja,Legumes,4.78,1,4.78,Gabriela Pinto,part-time 25h
2022-01-14,9:22,Tomate Seco,Legumes,2.12,2,4.24,Eduarda Lopes,part-time 30h
2022-01-14,20:24,Puré de Tomate,Legumes,2.48,1,2.48,Bruno Costa,full-time
2022-01-14,18:10,Ervilha com Cenoura,Legumes,5.32,2,10.64,Ana Silva,full-time
2022-01-15,11:06,Feijão Manteiga,Legumes,5.7,4,22.8,Diogo Rocha,part-time 30h
2022-01-15,17:10,Beterraba,Legumes,2.34,5,11.7,Eduarda Lopes,part-time 30h
2022-01-15,20:06,Milho Picante,Legumes,5.6,3,16.8,Diogo Rocha,part-time 30h
2022-01-15,20:37,Feijão Preto,Legumes,2.57,3,7.71,Carla Mendes,part-time 30h
2022-01-15,12:52,Feijão Vermelho,Legumes,4.52,2,9.04,Ana Silva,full-time
2022-01-15,16:02,Milho Baby,Legumes,5.23,3,15.69,Gabriela Pinto,part-time 25h
2022-01-15,11:48,Cenoura,Legumes,2.2,2,4.4,Fábio Nunes,part-time 25h
2022-01-16,16:33,Cebola em Conserva,Legumes,2.22,4,8.88,Diogo Rocha,part-time 30h
2022-01-16,13:41,Milho Baby,Legumes,2.74,4,10.96,Fábio Nunes,part-time 25h
2022-01-16,18:43,Puré de Tomate,Legumes,5.85,3,17.55,Ana Silva,full-time
2022-01-16,15:20,Pepino em Conserva,Legumes,5.03,2,10.06,Diogo Rocha,part-time 30h
2022-01-16,9:38,Chucrute,Legumes,4.82,5,24.1,Eduarda Lopes,part-time 30h
2022-01-16,13:21,Alcachofra,Legumes,2.67,1,2.67,Diogo Rocha,part-time 30h
2022-01-16,14:10,Couve Flor,Legumes,3.67,1,3.67,Diogo Rocha,part-time 30h
2022-01-16,11:43,Cebola em Conserva,Legumes,3.25,3,9.75,Diogo Rocha,part-time 30h
2022-01-17,12:18,Ervilha com Cenoura,Legumes,3.44,1,3.44,Carla Mendes,part-time 30h
2022-01-17,17:26,Lentilha Vermelha,Legumes,3.08,1,3.08,Gabriela Pinto,part-time 25h
2022-01-17,14:34,Cebola em Conserva,Legumes,2.38,1,2.38,Eduarda Lopes,part-time 30h
2022-01-17,13:33,Legumes Grelhados,Legumes,3.95,4,15.8,Eduarda Lopes,part-time 30h
2022-01-17,9:19,Feijão Vermelho,Legumes,3.24,1,3.24,Ana Silva,full-time
2022-01-18,9:59,Alho em Conserva,Legumes,4.39,3,13.17,Bruno Costa,full-time
2022-01-18,10:08,Mix Orgânico,Legumes,5.93,4,23.72,Ana Silva,full-time
2022-01-18,19:35,Mix Mediterrâneo,Legumes,2.82,4,11.28,Fábio Nunes,part-time 25h
2022-01-18,19:03,Abóbora,Legumes,3.61,1,3.61,Gabriela Pinto,part-time 25h
2022-01-18,13:59,Feijão Vermelho,Legumes,5.68,2,11.36,Ana Silva,full-time
2022-01-18,19:25,Cenoura,Legumes,3.67,4,14.68,Fábio Nunes,part-time 25h
2022-01-18,13:01,Beterraba,Legumes,2.02,5,10.1,Diogo Rocha,part-time 30h
2022-01-18,14:08,Mistura de Legumes,Legumes,3.56,5,17.8,Diogo Rocha,part-time 30h
2022-01-18,17:18,Mix Asiático,Legumes,4.34,2,8.68,Gabriela Pinto,part-time 25h
2022-01-18,17:23,Alcachofra,Legumes,2.53,5,12.65,Bruno Costa,full-time
2022-01-18,20:35,Soja,Legumes,4.26,5,21.3,Eduarda Lopes,part-time 30h
2022-01-18,13:51,Soja,Legumes,2.99,1,2.99,Carla Mendes,part-time 30h
2022-01-18,11:09,Tomate Seco,Legumes,5.73,1,5.73,Gabriela Pinto,part-time 25h
2022-01-19,17:29,Milho Picante,Legumes,2.12,4,8.48,Eduarda Lopes,part-time 30h
2022-01-19,10:34,Mix Mediterrâneo,Legumes,5.66,4,22.64,Fábio Nunes,part-time 25h
2022-01-19,18:03,Feijão Preto,Legumes,5.26,4,21.04,Carla Mendes,part-time 30h
2022-01-19,13:54,Feijão Vermelho,Legumes,5.46,1,5.46,Fábio Nunes,part-time 25h
2022-01-19,16:37,Soja,Legumes,3.74,1,3.74,Gabriela Pinto,part-time 25h
2022-01-19,19:28,Abóbora,Legumes,2.41,5,12.05,Diogo Rocha,part-time 30h
2022-01-19,17:09,Grão de Bico,Legumes,4.58,1,4.58,Carla Mendes,part-time 30h
2022-01-19,18:59,Mistura de Legumes,Legumes,3.02,3,9.06,Diogo Rocha,part-time 30h
2022-01-20,20:19,Mistura de Legumes,Legumes,4.86,4,19.44,Ana Silva,full-time
2022-01-20,18:35,Milho Doce,Legumes,5.1,5,25.5,Gabriela Pinto,part-time 25h
2022-01-20,12:36,Feijão Manteiga,Legumes,5.14,4,20.56,Bruno Costa,full-time
2022-01-20,20:28,Palmito,Legumes,4.04,4,16.16,Carla Mendes,part-time 30h
2022-01-20,19:46,Abóbora,Legumes,4.25,5,21.25,Carla Mendes,part-time 30h
2022-01-20,11:04,Espinafre,Legumes,4.96,1,4.96,Eduarda Lopes,part-time 30h
2022-01-20,11:12,Ervilha,Legumes,4.55,5,22.75,Fábio Nunes,part-time 25h
2022-01-21,12:28,Feijão Vermelho,Legumes,5.25,3,15.75,Bruno Costa,full-time
2022-01-21,14:56,Tomate Pelado,Legumes,4.1,5,20.5,Fábio Nunes,part-time 25h
2022-01-21,18:50,Chucrute,Legumes,2.61,4,10.44,Bruno Costa,full-time
2022-01-21,17:27,Mix Mediterrâneo,Legumes,3.9,2,7.8,Eduarda Lopes,part-time 30h
2022-01-21,11:19,Mix Orgânico,Legumes,2.32,4,9.28,Diogo Rocha,part-time 30h
2022-01-21,12:52,Cogumelos,Legumes,3.3,4,13.2,Eduarda Lopes,part-time 30h
2022-01-21,12:12,Alcachofra,Legumes,3.93,2,7.86,Ana Silva,full-time
2022-01-21,20:15,Legumes Grelhados,Legumes,4.81,1,4.81,Diogo Rocha,part-time 30h
2022-01-21,12:27,Mix Asiático,Legumes,4.37,4,17.48,Gabriela Pinto,part-time 25h
2022-01-21,16:30,Brócolis,Legumes,5.2,2,10.4,Gabriela Pinto,part-time 25h
2022-01-21,19:35,Feijão Branco,Legumes,3.06,1,3.06,Diogo Rocha,part-time 30h
2022-01-21,13:10,Espargos,Legumes,2.98,2,5.96,Ana Silva,full-time
2022-01-21,10:32,Chucrute,Legumes,5.46,1,5.46,Carla Mendes,part-time 30h
2022-01-22,19:19,Mix Mediterrâneo,Legumes,3.01,3,9.03,Eduarda Lopes,part-time 30h
2022-01-22,13:24,Palmito,Legumes,3.48,4,13.92,Bruno Costa,full-time
2022-01-22,10:09,Alho em Conserva,Legumes,4.0,1,4.0,Eduarda Lopes,part-time 30h
2022-01-22,20:36,Feijão Branco,Legumes,3.55,3,10.65,Carla Mendes,part-time 30h
2022-01-22,16:34,Cenoura,Legumes,2.68,1,2.68,Fábio Nunes,part-time 25h
2022-01-22,9:50,Puré de Tomate,Legumes,3.6,3,10.8,Eduarda Lopes,part-time 30h
2022-01-22,9:51,Milho Picante,Legumes,2.74,1,2.74,Bruno Costa,full-time
2022-01-22,16:14,Jardineira de Legumes,Legumes,2.57,1,2.57,Bruno Costa,full-time
2022-01-22,20:35,Tomate Seco,Legumes,5.82,3,17.46,Eduarda Lopes,part-time 30h
2022-01-23,16:59,Espargos,Legumes,3.75,5,18.75,Diogo Rocha,part-time 30h
2022-01-23,13:06,Brócolis,Legumes,3.73,1,3.73,Eduarda Lopes,part-time 30h
2022-01-23,13:37,Brócolis,Legumes,2.32,2,4.64,Eduarda Lopes,part-time 30h
2022-01-23,10:25,Ervilha,Legumes,5.21,5,26.05,Eduarda Lopes,part-time 30h
2022-01-23,15:36,Espinafre,Legumes,4.8,2,9.6,Bruno Costa,full-time
2022-01-23,9:48,Ervilha com Cenoura,Legumes,2.55,3,7.65,Gabriela Pinto,part-time 25h
2022-01-23,10:54,Cebola em Conserva,Legumes,3.44,3,10.32,Gabriela Pinto,part-time 25h
2022-01-23,10:44,Tomate Seco,Legumes,5.62,1,5.62,Eduarda Lopes,part-time 30h
2022-01-23,14:01,Mix Orgânico,Legumes,3.46,5,17.3,Ana Silva,full-time
2022-01-23,11:19,Abóbora,Legumes,2.94,4,11.76,Carla Mendes,part-time 30h
2022-01-23,18:51,Pimento Vermelho,Legumes,4.25,4,17.0,Ana Silva,full-time
2022-01-23,11:04,Mistura de Legumes,Legumes,4.21,2,8.42,Diogo Rocha,part-time 30h
2022-01-23,9:53,Berinjela,Legumes,2.31,5,11.55,Diogo Rocha,part-time 30h
2022-01-23,18:02,Ervilha com Cenoura,Legumes,4.89,1,4.89,Bruno Costa,full-time
2022-01-24,12:05,Couve Flor,Legumes,3.2,3,9.6,Bruno Costa,full-time
2022-01-24,19:24,Beterraba,Legumes,5.66,3,16.98,Ana Silva,full-time
2022-01-24,13:51,Feijão Preto,Legumes,4.31,4,17.24,Carla Mendes,part-time 30h
2022-01-24,18:31,Espinafre,Legumes,2.31,5,11.55,Diogo Rocha,part-time 30h
2022-01-24,18:00,Feijão Preto,Legumes,3.61,3,10.83,Carla Mendes,part-time 30h
2022-01-24,9:19,Lentilha,Legumes,2.53,1,2.53,Ana Silva,full-time
2022-01-24,15:08,Pimento Assado,Legumes,4.91,4,19.64,Ana Silva,full-time
2022-01-24,10:50,Mix Orgânico,Legumes,4.95,1,4.95,Gabriela Pinto,part-time 25h
2022-01-24,9:37,Abóbora,Legumes,2.21,4,8.84,Diogo Rocha,part-time 30h
2022-01-24,13:04,Feijão Preto,Legumes,5.29,3,15.87,Diogo Rocha,part-time 30h
2022-01-24,20:25,Couve Flor,Legumes,3.45,4,13.8,Fábio Nunes,part-time 25h
2022-01-24,16:38,Pimento Amarelo,Legumes,4.57,1,4.57,Carla Mendes,part-time 30h
2022-01-24,13:46,Feijão Preto,Legumes,5.94,5,29.7,Gabriela Pinto,part-time 25h
2022-01-24,19:17,Abóbora,Legumes,2.77,1,2.77,Bruno Costa,full-time
2022-01-24,14:18,Alcachofra,Legumes,4.99,3,14.97,Eduarda Lopes,part-time 30h
2022-01-25,17:09,Milho Doce,Legumes,3.0,3,9.0,Gabriela Pinto,part-time 25h
2022-01-25,10:23,Abobrinha,Legumes,2.4,1,2.4,Gabriela Pinto,part-time 25h
2022-01-25,14:58,Grão de Bico,Legumes,3.06,4,12.24,Fábio Nunes,part-time 25h
2022-01-25,17:36,Pimento Assado,Legumes,4.55,1,4.55,Fábio Nunes,part-time 25h
2022-01-25,14:19,Mix Mediterrâneo,Legumes,4.54,3,13.62,Eduarda Lopes,part-time 30h
2022-01-25,10:25,Tomate Seco,Legumes,2.62,5,13.1,Eduarda Lopes,part-time 30h
2022-01-25,19:18,Tomate Pelado,Legumes,5.64,2,11.28,Fábio Nunes,part-time 25h
2022-01-25,9:25,Pepino em Conserva,Legumes,5.49,5,27.45,Diogo Rocha,part-time 30h
2022-01-25,11:52,Feijão Frade,Legumes,2.38,1,2.38,Bruno Costa,full-time
2022-01-25,16:25,Milho Picante,Legumes,5.97,4,23.88,Eduarda Lopes,part-time 30h
2022-01-25,20:55,Alcachofra,Legumes,3.36,5,16.8,Gabriela Pinto,part-time 25h
2022-01-25,20:11,Mix Mediterrâneo,Legumes,2.19,1,2.19,Fábio Nunes,part-time 25h
2022-01-25,19:29,Soja,Legumes,4.26,4,17.04,Carla Mendes,part-time 30h
2022-01-26,13:49,Berinjela,Legumes,4.55,5,22.75,Ana Silva,full-time
2022-01-26,15:14,Mistura de Legumes,Legumes,4.31,3,12.93,Gabriela Pinto,part-time 25h
2022-01-26,19:26,Mix Asiático,Legumes,5.37,4,21.48,Bruno Costa,full-time
2022-01-26,19:02,Milho Baby,Legumes,5.09,1,5.09,Fábio Nunes,part-time 25h
2022-01-26,16:32,Feijão Preto,Legumes,4.15,1,4.15,Ana Silva,full-time
2022-01-26,15:52,Cebola em Conserva,Legumes,5.21,2,10.42,Diogo Rocha,part-time 30h
2022-01-26,14:21,Cebola em Conserva,Legumes,5.31,3,15.93,Fábio Nunes,part-time 25h
2022-01-26,14:24,Legumes Grelhados,Legumes,4.12,4,16.48,Carla Mendes,part-time 30h
2022-01-26,19:33,Feijão Vermelho,Legumes,3.65,4,14.6,Ana Silva,full-time
2022-01-27,12:24,Jardineira de Legumes,Legumes,5.67,3,17.01,Gabriela Pinto,part-time 25h
2022-01-27,13:39,Alcachofra,Legumes,5.24,2,10.48,Carla Mendes,part-time 30h
2022-01-27,19:31,Milho Doce,Legumes,2.74,3,8.22,Eduarda Lopes,part-time 30h
2022-01-27,15:26,Milho Picante,Legumes,3.39,3,10.17,Carla Mendes,part-time 30h
2022-01-27,17:32,Lentilha,Legumes,3.44,1,3.44,Bruno Costa,full-time
2022-01-27,12:36,Berinjela,Legumes,2.26,5,11.3,Fábio Nunes,part-time 25h
2022-01-27,13:32,Cogumelos,Legumes,4.22,1,4.22,Ana Silva,full-time
2022-01-27,12:45,Lentilha Vermelha,Legumes,4.99,1,4.99,Gabriela Pinto,part-time 25h
2022-01-27,18:10,Feijão Vermelho,Legumes,3.22,1,3.22,Ana Silva,full-time
